TN,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,
3.41,0.47438,0.33798,0.30541,0.2582,0.83758,0.78885,0.81587,0.62195,0.73393,0.75099,0.39689,0.36828,0.39707,0.31977,0.34829,0.33061,0.27678,0.23613,0.2874,0.18906,0.22637,0.19602,0.83161,0.50831,0.5592,0.38159,0.4073,0.46392,0.12314,0.33569,0.14761,0.50578,0.23073,0.19673,0.35817,0.38023,0.33272,0.35774,0.44984,0.47027,0.56824,0.51152,0.29165,0.26049,0.25628,0.43517,0.14223,0.22075,0.17277,0.25944,0.47009,0.27461,0.31914,0.16415,0.85295,0.58607,0.67995,0.44092,0.56643,0.60419,0.59352,0.67784,0.27183,0
1.92,0.14641,0.09764,0.08883,0.08289,0.83758,0.84291,0.85731,0.71951,0.77339,0.77244,0.11863,0.11022,0.1157,0.09272,0.09841,0.09384,0.0651,0.05266,0.06611,0.04212,0.05106,0.04275,0.66243,0.63467,0.52408,0.67753,0.41639,0.38197,0.26114,0.23119,0.16631,0.23109,0.22413,0.25536,0.10602,0.11051,0.09493,0.10399,0.65445,0.46103,0.266,0.45091,0.26674,0.341,0.24715,0.40314,0.17833,0.32481,0.16958,0.21066,0.43719,0.39836,0.25301,0.1785,0.69741,0.70408,0.6484,0.72867,0.57562,0.52157,0.63487,0.57046,0.29556,0
2.7,0.33821,0.29185,0.31557,0.18605,0.67834,0.61149,0.83245,0.45427,0.7779,0.82609,0.31242,0.32473,0.28083,0.30511,0.26918,0.28368,0.20155,0.19711,0.1851,0.17841,0.16578,0.1659,0.55065,0.25045,0.54667,0.21991,0.46296,0.59148,0.36142,0.60991,0.1541,0.69136,0.19295,0.12769,0.31375,0.2868,0.28602,0.29545,0.23636,0.49766,0.55704,0.57447,0.22394,0.14449,0.57346,0.52366,0.18015,0.12896,0.23329,0.25066,0.53014,0.13834,0.28026,0.25174,0.59004,0.31394,0.66882,0.26487,0.62105,0.71862,0.55547,0.73212,0.17845,0
12.2,0.55198,0.41953,0.49492,0.41264,0.76433,0.5,0.6939,0.17073,0.63078,0.73123,0.47702,0.5172,0.56654,0.46168,0.50989,0.53853,0.3524,0.37467,0.44162,0.31217,0.36417,0.38518,0.76673,0.19329,0.42782,0.00567,0.31513,0.50072,0.17424,0.68558,0.22709,0.99105,0.30936,0.17446,0.4846,0.52126,0.50445,0.51335,0.10672,0.36184,0.90396,0.46998,0.36181,0.17803,0.53745,0.40082,0.22421,0.13785,0.31682,0.41178,0.40842,0.13632,0.4618,0.30763,0.79426,0.24707,0.55598,0.00724,0.46659,0.63886,0.40164,0.68901,0.25904,0
4.96,0.47584,0.39592,0.26734,0.07335,0.66879,0.86655,1,0.92378,0.93912,0.90062,0.43106,0.34462,0.22922,0.32403,0.22479,0.17779,0.30625,0.21549,0.15356,0.18911,0.13129,0.09614,0.61935,0.63137,0.99269,0.70863,0.8256,0.76256,0.29887,0.23373,0.00162,0.20612,0.04172,0.06191,0.36175,0.28753,0.24025,0.28146,0.66702,0.89486,0.22343,0.87516,0.08291,0.1557,0.26743,0.80169,0.02762,0.1473,0.0155,0.02659,0.85545,0.22659,0.06756,0.03667,0.65648,0.70111,0.99562,0.75661,0.89999,0.84996,1,0.86747,0.10977,0
3.34,0.18594,0.12554,0.14721,0.22182,0.84076,0.77196,0.73535,0.58841,0.65671,0.67984,0.15155,0.16183,0.25693,0.13765,0.22335,0.22385,0.08581,0.08269,0.14728,0.06705,0.11977,0.10848,0.69624,0.46894,0.34203,0.42358,0.25765,0.2883,0.2323,0.37171,0.29706,0.46218,0.37258,0.34349,0.14971,0.21447,0.1957,0.19425,0.44801,0.29263,0.46113,0.31532,0.41622,0.39292,0.33597,0.27295,0.29812,0.3662,0.32019,0.3929,0.2924,0.40756,0.43566,0.31815,0.72915,0.54737,0.4654,0.48433,0.39753,0.41676,0.41006,0.46057,0.40121,0
2.04,0.21083,0.09657,0.08968,0.05725,0.98089,0.91554,0.90882,0.71341,0.79707,0.79729,0.14534,0.13441,0.11624,0.09272,0.07718,0.07576,0.08281,0.06549,0.07119,0.04217,0.04014,0.03566,0.97844,0.81259,0.67568,0.66655,0.4653,0.43228,0.01505,0.10753,0.09539,0.24007,0.19149,0.21774,0.12178,0.11051,0.08172,0.10425,0.7452,0.55251,0.44508,0.54888,0.26912,0.33966,0.0364,0.45296,0.07843,0.28749,0.07846,0.1798,0.51565,0.39533,0.25672,0.06081,0.98159,0.85587,0.77723,0.7187,0.62326,0.57321,0.74728,0.68935,0.29635,0
16,0.59151,0.43991,0.42217,0.39952,0.78981,0.69088,0.72291,0.49085,0.65389,0.69509,0.50559,0.48548,0.56926,0.42999,0.50844,0.49204,0.38167,0.34652,0.45234,0.28319,0.36638,0.33318,0.81112,0.39051,0.46954,0.24047,0.34015,0.43772,0.13905,0.44915,0.19884,0.66606,0.28563,0.21399,0.47027,0.52999,0.47711,0.49758,0.32128,0.39379,0.67964,0.4555,0.34334,0.25408,0.34713,0.38617,0.1928,0.21382,0.24337,0.33834,0.40964,0.24611,0.39444,0.23332,0.83454,0.46737,0.59716,0.28808,0.49494,0.57862,0.4882,0.64128,0.29406,1
5.39,0.30747,0.19528,0.10321,0.05725,0.89809,1,0.9479,0.94512,0.84893,0.80632,0.24348,0.17849,0.15209,0.1438,0.12156,0.08265,0.15026,0.09043,0.09696,0.06669,0.06676,0.03972,0.85961,1,0.81301,1,0.60085,0.46112,0.10175,0,0.04809,0,0.12043,0.19852,0.1841,0.16794,0.1149,0.14849,1,0.6888,0.19675,0.62861,0.18638,0.35771,0,0.541,0.04528,0.32422,0.01273,0.07265,0.61757,0.46547,0.13868,0.0092,0.87792,1,0.87925,1,0.74105,0.60149,0.94175,0.70208,0.25337,0
6.72,0.90922,0.86052,0.75719,0.60763,0.23248,0.38851,0.64476,0.47866,0.67813,0.72163,0.88385,0.81505,0.8767,0.80274,0.86589,0.81274,0.83498,0.74215,0.84261,0.70878,0.80325,0.71494,0.43507,0.1885,0.46849,0.20981,0.42277,0.54789,0.47384,0.69222,0.19951,0.70399,0.21961,0.14886,0.83023,0.87823,0.82642,0.84185,0.19833,0.44172,0.50372,0.51443,0.23753,0.15266,0.68864,0.48171,0.23809,0.14728,0.29225,0.27894,0.47799,0.14453,0.2956,0.322,0.47494,0.24134,0.59614,0.25338,0.58201,0.68129,0.4975,0.66945,0.18927,0
