TN,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,
1.87,0.82443,0.76931,0.65321,0.3657,0.54019,0.58918,0.88745,0.67257,0.84721,0.83392,0.79623,0.73079,0.58232,0.73133,0.58924,0.61067,0.69571,0.59811,0.61465,0.59109,0.567,0.55027,0.6139,0.46384,0.72314,0.26871,0.58888,0.62689,0.28462,0.34846,0.07758,0.57378,0.12579,0.09655,0.76175,0.74073,0.72592,0.76917,0.36689,0.64453,0.68327,0.67306,0.16812,0.14343,0.33804,0.6044,0.07396,0.12651,0.11989,0.16391,0.63641,0.16117,0.18292,0.14292,0.66018,0.55714,0.81392,0.35393,0.7314,0.75368,0.66761,0.78011,0.1633,0
3.62,0.80534,0.9001,0.81651,0.29177,0.0836,0.2024,0.96342,0.52212,1,1,0.86016,0.81838,0.5132,0.88421,0.58013,0.62243,0.77362,0.71339,0.50823,0.81175,0.54222,0.56692,0.31911,0.21867,0.87513,0.18472,0.85834,0.9759,0.57443,0.6231,0.03039,0.68585,0.0329,0.00441,0.86659,0.72756,0.77704,0.80697,0.19437,0.8653,0.62333,0.9358,0.03691,0.01473,0.64824,0.91626,0.0784,0.02713,0.14012,0.09754,0.90438,0.02922,0.0767,0.20711,0.36412,0.28927,0.92149,0.25251,0.92012,0.98662,0.71953,0.92243,0.0207,0
5.2,0.29008,0.24511,0.27982,0.34746,0.82637,0.56313,0.67192,0.37168,0.58687,0.64658,0.26598,0.28641,0.39087,0.27218,0.37317,0.42419,0.14156,0.14175,0.27937,0.13536,0.25074,0.26729,0.65058,0.41215,0.2494,0.2015,0.18184,0.24624,0.25359,0.39757,0.39802,0.66219,0.48115,0.35468,0.27874,0.40589,0.41161,0.39849,0.29974,0.20985,0.76589,0.24491,0.52208,0.36971,0.3555,0.20198,0.37919,0.33802,0.42825,0.52176,0.21248,0.34906,0.54874,0.42832,0.69465,0.50485,0.3575,0.27337,0.29703,0.373,0.2685,0.39371,0.47588,0
1,0.42875,0.37281,0.27339,0.14539,0.77814,0.79559,0.96398,0.75811,0.88141,0.85063,0.39897,0.34121,0.26477,0.33083,0.25999,0.24906,0.24664,0.18072,0.19214,0.17219,0.16957,0.14176,0.6655,0.75513,0.85452,0.51008,0.6791,0.56514,0.24125,0.13047,0.03605,0.32209,0.08875,0.12139,0.36045,0.34454,0.31497,0.34881,0.65988,0.75182,0.52335,0.69935,0.13874,0.21908,0.17745,0.62514,0.02619,0.20171,0.03064,0.07784,0.68837,0.27816,0.103,0.05216,0.70853,0.81766,0.90772,0.60819,0.80092,0.70297,0.85108,0.74879,0.18635,0
3.42,0.60178,0.5932,0.55229,0.33366,0.52733,0.45892,0.82555,0.49263,0.78875,0.81114,0.59874,0.57765,0.48178,0.59048,0.49584,0.53717,0.44439,0.40714,0.44671,0.42149,0.4321,0.4447,0.51021,0.34634,0.57197,0.21088,0.4947,0.56955,0.37782,0.46618,0.14118,0.64925,0.17391,0.11948,0.59689,0.59827,0.61181,0.62851,0.27328,0.52673,0.68865,0.57188,0.20132,0.143,0.45677,0.52569,0.15175,0.13383,0.20624,0.22513,0.53703,0.14892,0.23086,0.23871,0.56002,0.43519,0.69116,0.28491,0.65049,0.70671,0.5489,0.70494,0.17983,0
5.72,0.99364,1,0.82752,0.4071,0.24759,0.47495,0.91503,0.77286,0.92443,0.88759,1,0.90435,0.67323,0.93885,0.71112,0.72575,1,0.8537,0.77947,0.89333,0.76259,0.73513,0.49127,0.39427,0.79115,0.2687,0.69652,0.73418,0.39579,0.4155,0.05481,0.57379,0.0824,0.06104,0.95951,0.89359,0.89017,0.93952,0.33275,0.73575,0.62411,0.76363,0.10888,0.09836,0.43231,0.71393,0.07114,0.09537,0.1144,0.12238,0.73465,0.121,0.1247,0.15508,0.54127,0.48627,0.86384,0.35392,0.81354,0.83416,0.71393,0.8227,0.10671,0
8.02,0.31807,0.29866,0.27431,0.24791,0.7299,0.61924,0.79797,0.54277,0.72697,0.74582,0.30822,0.295,0.31546,0.29524,0.31381,0.33683,0.17144,0.14795,0.2261,0.14974,0.21402,0.20367,0.54052,0.49412,0.41988,0.3386,0.35197,0.35842,0.34969,0.32144,0.23284,0.49141,0.27508,0.24323,0.30333,0.36153,0.36016,0.36231,0.4252,0.38012,0.58739,0.38528,0.30478,0.28285,0.35046,0.3482,0.23572,0.27061,0.25747,0.29021,0.36605,0.2998,0.30054,0.28255,0.58972,0.58684,0.54794,0.43287,0.50801,0.5043,0.46964,0.51728,0.31367,0
3.07,0.51781,0.47992,0.37431,0.17546,0.66881,0.71543,0.96905,0.74041,0.90513,0.87544,0.49829,0.43794,0.31965,0.4381,0.32529,0.32087,0.33901,0.26445,0.25068,0.26233,0.23113,0.20552,0.59352,0.60574,0.87767,0.41447,0.728,0.66258,0.30228,0.23146,0.02971,0.41136,0.0715,0.08377,0.46312,0.426,0.40567,0.44195,0.52713,0.79005,0.55418,0.76384,0.11203,0.15757,0.27063,0.69772,0.03061,0.14756,0.04828,0.07928,0.74729,0.20371,0.09486,0.07827,0.64082,0.6908,0.92317,0.51346,0.83575,0.78147,0.82894,0.79949,0.14051,0
2.64,0.49618,0.57981,0.54037,0.26614,0.30225,0.31864,0.85594,0.49263,0.85714,0.87392,0.54395,0.52606,0.38961,0.57744,0.43649,0.47417,0.3777,0.34767,0.32529,0.40695,0.3576,0.37009,0.26862,0.21772,0.59301,0.21319,0.60711,0.68529,0.63267,0.62441,0.13101,0.6461,0.11769,0.07617,0.55748,0.5175,0.55805,0.5621,0.2116,0.60126,0.56978,0.64551,0.11334,0.08007,0.6758,0.6418,0.18602,0.09636,0.23367,0.17069,0.62679,0.0933,0.14375,0.30423,0.30976,0.28812,0.70931,0.28773,0.74604,0.79861,0.57761,0.72702,0.09817,0
2.34,0.23282,0.33471,0.32844,0.21094,0.40193,0.36673,0.80248,0.47198,0.78764,0.81367,0.28995,0.2907,0.25597,0.34236,0.29798,0.33011,0.15091,0.14181,0.16454,0.18568,0.20377,0.2088,0.09673,0.16253,0.38062,0.25912,0.45864,0.50262,0.85522,0.70451,0.26335,0.58581,0.19568,0.15087,0.31309,0.32444,0.36642,0.34935,0.21307,0.42629,0.44258,0.44691,0.16662,0.13823,0.82959,0.47448,0.35282,0.17203,0.37494,0.2332,0.44619,0.15458,0.18389,0.47187,0.11571,0.2201,0.50717,0.34273,0.61694,0.64792,0.45146,0.54023,0.15952,0
